	indicator	erytrocyty	smoker	weight	trombocyty	alp	hbver	etytr	relationship	ssn	leukocyty	ast	hematokrit	er-cv	hemoglobin	name	alt
9410	1.00000	6.65281	no	85.03757	5.87530	21.70619	5.75171	6.27058	single	692-12-1825		38.96119	8.49960	66.20855	8.81125	Christopher Huber	1.06127
9411	1.00000	6.99149	Y	20.40790	7.94090	4.46845	5.68033	8.01152	married	444-66-8143	5.11997	59.88004	7.01092	48.22085	9.45356	Samantha Johns	0.96116
9412	1.00000	9.90349	Y	39.66404	7.08385	70.92121	9.81911	8.20955	single	682-61-2998	6.84705	54.44497	6.90001	77.14398	7.26089	Joshua Fletcher	7.07273
9413	0.00000	8.32069	no	56.16611	8.13595	79.08263	8.26310	7.71872	divoced	419-49-7226	5.98779	54.59755	7.63853	38.91416	5.66179	Anthony Guerrero	1.86599
9414	1.00000	7.19151	no	42.22468	7.35023	27.11226	5.75274	5.30058	divoced	050-22-9828	6.94939	29.72089	6.98653	81.75073	8.52617	Angela Collins	1.10744
9415	1.00000	7.80214	no	77.14407	7.67859	17.95363	5.84503	6.70637	widowed	388-98-3395	4.48103	52.47408	5.73192	55.20843	9.98185	Mary Castillo	1.46018
9416	1.00000	5.63804	no	95.13772	8.12039	55.75888	6.49221	4.52376	nop	640-61-7914	6.92857	50.45285	8.25519	66.37362	4.92027	Wanda Ford	0.74263
9417	1.00000	6.10831	yes	55.36901	3.96000	81.73896	8.23553	4.80850	married	408-32-0372	6.70082	68.64304	6.74071	60.18155	5.96592	Juan Velasquez	1.09851
9418	1.00000	7.37381	Y	-33.97139	9.07517	85.77153	8.27341	4.67225	divoced	753-82-1210	8.62163	55.81587	7.89294	48.29473	5.62841	Kelly Alexander	1.02405
9419	0.00000	7.27213	no	90.04677	7.48831	90.55531	4.19029	4.80543	widowed	585-07-2861	6.27138	62.61741	7.10574	30.97433	6.21606	Joshua White	1.03382
9420	0.00000	8.54045	no	33.01500	7.05225	62.71818	6.26913	5.05709	widowed	836-30-6427	7.23530	30.39440	6.11875	51.32930	7.51535	Lauren Velazquez	2.19023
9421	1.00000	6.41254	no	92.62712	7.09391	48.44999	5.57380	4.63313	divoced	483-25-0094	5.84771	61.94688	5.91808	37.42817	7.88438	Matthew Chen	0.66726
9422	1.00000	8.43361	no	-16.95400	8.40837	53.17520	7.99556	4.60422	single	622-11-8146	6.49686	41.48055	6.92283	58.48895	4.94598	Brian Anderson	1.74107
9423	1.00000	10.79531	no	114.30178	9.44621	84.16815	9.37458	5.42212	single	509-10-6727	6.09749	62.76408	7.03782	32.59732	5.67260	Mrs. Rebecca Howe	16.56042
9424	1.00000	9.79469	no	55.82237	9.25246	6.53738	5.47494	4.89881	divoced	289-77-7221	5.76969	42.25050	8.22088	57.35605	9.46818	Thomas Stephens	6.44581
9425	1.00000	7.20302	no	21.20570	4.85195	69.72058	8.75879	7.73842	married	826-33-3681	5.51377	47.98681	5.40881	56.12473	7.26806	Sarah Reyes	0.67826
9426	1.00000	9.65067	no	62.00783		47.03690	10.52091	7.99376	separated	176-39-2227	6.49594	48.53261	8.05625	13.57296	7.85226	Lori Reeves	5.64063
9427	1.00000	7.15733	Y	52.98490	6.20323	50.44926	5.65747	4.17052	divoced	787-29-9954	5.83614	28.10433	5.78177	40.74874	7.83665	Ryan Perez	0.91266
9428	0.00000	8.10096	no	102.44354	7.41228	89.97848	3.74411	3.80862	married	172-26-9651	8.82329	55.97447	6.35420	67.84130	6.13947	Gary Brooks	1.71547
9429	0.00000	7.35403	no	57.93462	7.37908	78.86839	4.05066	4.75472	married	593-45-7072	4.75043	58.52335	8.68016	73.53720	5.77546	Bobby Casey	0.97698
9430	1.00000	7.83103	no	61.81807	5.20616	98.55307	8.26421	6.06806	married	293-67-5403	7.16165	45.19870	6.40437	68.10171	6.09393	Michelle Kirby	1.22670
9431	1.00000	7.17074	Y	58.97137	6.98758	8.88990	5.75584	5.69970	nop	733-61-4441		46.28459	7.46470	45.07006	9.14752	Audrey Villanueva	0.68801
9432	1.00000	7.67516	no	21.56837	9.79800	82.95973	8.77122	6.30262	married	558-41-6051	7.24079	37.20745	6.95439	31.40232	6.61373	Michelle Velazquez	1.18768
9433	1.00000	4.22192	no	73.03246	7.27902	81.34912	5.80474	4.13147	married	451-50-6734	7.50704	66.10258	8.49542	47.49569	7.03942	Sarah Patterson	0.68659
9434	0.00000	8.84937	Y	140.99039	8.78551	81.30512	6.56779	6.67023	nop	662-96-0314	6.81481	67.48672	7.18818	34.52415	5.63509	Patricia Brown	2.62015
9435	0.00000	8.62815	yes	48.27655	7.08343	77.29544	6.77636	6.49712	divoced	726-55-8113	6.68544	63.66815	5.29782	52.75368	5.59534	Angela Doyle	2.59976
9436	0.00000	8.06436	yes	63.20849	6.64337	79.27593	8.02655	7.83060	divoced	789-20-6955	6.28904	40.19316	6.65708	61.95222	5.64174	Jessica Lyons	1.56670
9437	1.00000	5.68396	no	79.36220	7.52609	8.59062	5.89819	7.52439	married	650-43-2358	7.94916	51.15804	5.37269	40.41149	8.89541	Frank Harris	0.51903
9438	0.00000	10.01373	Y	134.71281	6.83716	88.38023	7.86494	7.10603	divoced	448-58-7796	5.87898	29.57529	7.78364	55.76149	6.28029	Lynn Peterson	7.67312
9439	1.00000	9.08901	Y	72.73114	7.24141	83.71329	8.51095	6.14697	nop	112-15-0141	7.87733	56.51803	7.52267	54.55195	5.80500	Rickey Costa	3.47283
9440	1.00000	9.14789	Y	80.13706	7.63631	79.61944	10.03418	6.46759	divoced	731-25-6425	7.55860	71.50785	8.63249	67.31211	6.83973	Joshua Lee	3.80119
9441	1.00000	4.87784	Y	-27.44906	6.26247	33.66720	5.89867	6.15326	divoced	417-08-7303	8.33407	46.67448	5.92719	52.95663	8.40738	Robert Ruiz	0.68836
9442	0.00000	7.81221	yes	69.90791	6.49439	86.10281	5.09493	4.72110	single	526-26-0109	6.55142	46.70553	7.32229	52.46601	6.05916	Jasmin Payne	1.34865
9443	0.00000	8.47789	yes	148.93953	6.50476	76.48594	7.90354	6.47088	divoced	828-75-2593	7.21956	40.43255	4.77716	51.89181	5.60336	William Todd	1.82924
9444	1.00000	8.39682	Y	62.28901	5.51330	62.22633	9.82749	7.40592	divoced	796-84-7190	7.67574	47.02537	5.73871	39.91800	7.47844	Kenneth Richardson	1.81857
9445	1.00000	11.05306	no	75.00997	5.68309	81.12918	8.45883	7.23571	nop	530-85-4684	5.99501	37.11842	6.91306	45.24502	5.69341	Danielle Lewis	21.80428
9446	0.00000	9.23501	no	60.98984	6.64217	84.26659	5.99959	6.12503	divoced	116-85-8595	4.52211	65.53938	7.61602	62.22820	5.78088	Stacey Zamora	4.04636
9447	1.00000	3.88979	yes	124.03351	4.30377	58.45001	5.86711	7.23458	married	528-91-7129	7.10550	47.34221	5.34614	55.55914	7.60376	Mrs. Sandra Miller PhD	0.33027
9448	1.00000	9.42181	no	145.40384	7.13928	67.79729	8.86507	3.85127	nop	757-51-1848	7.88128	53.62113	9.02804	46.09316	5.25383	Daniel Allen	4.61850
9449	1.00000	8.21785	no	67.85785	6.70029	79.30287	8.67191	4.66172	separated	630-15-0845		46.58126	5.89444	50.55836	5.59744	Pamela Thomas	1.70329
9450	1.00000	6.02795	Y	127.38462	6.94418	6.37756	5.75590	7.13485	widowed	537-77-0488	8.10079	70.56908	7.88171	46.88583	9.39472	Nicholas Montoya	0.65811
9451	1.00000	8.56637	Y	101.89971	7.50669	69.28720	8.22295	5.59044	divoced	434-81-7190	4.90568	42.26762	7.30770	75.68105	5.56761	Daniel Burns	2.37179
9452	1.00000	5.48387	yes	95.66698	6.91707	60.87843	5.71741	4.99478	single	065-03-2699	6.00602	61.23258	7.63450	50.35293	7.59334	Ronald Gray	0.80771
9453	0.00000	9.29694	no	50.04614	6.94277	32.98742	6.64372	7.75765	divoced	122-95-3175	7.56982	57.58973	6.34284	56.34652	4.01841	Jeffrey Mcdonald	4.08237
9454	1.00000	6.24822	Y	80.06283	7.45100	11.85083	5.84314	6.74402	married	580-93-9468	10.56548	54.38894	7.08685	67.91430	9.16723	Mary Quinn	0.55214
9455	1.00000	7.37081	no	44.65990	6.13057	55.36047	5.54458	5.41321	single	657-45-4100	7.53906	63.61890	8.58738	34.40405	7.68404	Jesus Patterson	0.90110
9456	1.00000	8.88989	no	55.38574	8.05653	77.36220	7.96227	6.68060	married	632-19-4340	8.08608	62.71428	5.73940	36.16421	5.59171	Shawn Parsons	2.98138
9457	1.00000	3.94562	yes	118.04099	7.13851	74.99420	5.72134	7.52562	nop	441-61-5384	5.88937	39.96027	6.59850	34.51348	7.03327	Richard Garza	0.39621
9458	1.00000	6.36160	yes	85.13699	6.01685	37.51041	5.73321	4.49805	married	423-88-0680	7.68803	50.85400	7.63259	30.00679	8.00280	David Thomas	0.34884
9459	0.00000	7.27779	no	120.23921	4.75285	71.82855	6.97201		single	755-12-7953	7.32248	54.41466	7.97373	47.90452	5.30618	Austin Mclean	0.96031
9460	0.00000	8.30851	Y	30.35559	7.75251	84.88479	9.22630	6.60108	married	478-47-5849	7.80510	64.01586	7.21985	44.26928	6.55642	Ryan Cisneros	1.73047
9461	0.00000	8.21295	no	52.26940	6.87899	82.21347	5.41702	6.37339	separated	509-10-6727	8.27107	58.75838	8.05825	55.58010	5.87949	Mrs. Rebecca Howe	1.97049
9462	1.00000	9.92796	yes	95.26698	8.28097	91.78234	8.82965	7.14548	divoced	898-08-4446	6.64946	49.06615	7.91270	44.41094	6.21737	Deborah Edwards	7.19846
9463	1.00000	5.47790	Y	143.10481	5.96117	65.22464	5.87716	6.07409	single	453-74-2576	5.72710	42.37854	6.34428	52.20058	7.44614	Michael Scott	0.73161
9464	1.00000	7.30463	yes	100.24269	8.05733	87.31661	8.15697	7.40209	nop	231-24-2433	5.10292	55.80011	10.01905	54.62463	6.50898	Nicholas Simpson	0.99768
9465	0.00000	6.56486	Y	75.78677	8.08804	40.63943	7.79570	10.39435	single	134-75-8037	6.07987	60.37743	8.43225	61.74261	4.59544	Briana Kelly	0.65934
9466	1.00000	4.92500	no	95.62672	7.25513	71.95017	5.73290	4.11705	divoced	305-18-6715	6.59752	49.63202	6.32198	54.17140	7.10376	Matthew Lewis	0.57648
9467	1.00000	8.44658	no	30.19530	6.99477	85.65809	8.64039	7.75370	married	836-30-6427	8.56474	78.53903	6.91799	17.24665	6.82784	Lauren Velazquez	2.11884
9468	1.00000	8.91251	yes	113.43343	7.08011	36.13985	6.92341	5.27647	divoced	782-79-1235	6.21802	54.54402	6.92779	26.93783	4.42442	Debbie Delacruz	3.10870
9469	1.00000	7.15015	Y	97.77022	5.80322	27.86895	9.89018	8.19636	divoced	521-10-1390	7.21178	41.53063	7.23647	58.16427	8.34389	Juan Smith	0.58128
9470	1.00000	7.29699	no	5.92397	6.83276	25.08812	7.91218	1.28825	divoced	254-15-6103	7.67639	55.98367	7.08640	92.13522	3.98039	Shannon Grant	1.01140
9471	1.00000	7.02848	no	7.93020	6.34914	83.71464	8.42495	4.90488	married	802-47-5656	6.97462	59.58735	7.99020	79.97509	6.17080	Michael Wood	0.98708
9472	0.00000	6.51518	yes	83.69485	8.38140	32.84271	7.45387	9.87597	divoced	492-47-2660	8.10229	59.74102	7.01098	44.05143	4.38608	Mrs. Christine Pena	0.75822
9473	1.00000	8.52171	no	107.04982	9.04817	24.20973	5.27214	4.33286	single	326-63-5369	6.58945	67.52612	8.48533	56.48476	8.58215	Edward Reeves	2.41766
9474	1.00000	10.41534	no	13.84854	6.87828	72.06797	8.69863	5.41191	married	066-69-5371	6.57806	58.05558	5.70783	53.44695	5.13949	Bradley Harrison	11.79782
9475	1.00000	2.97788	N	42.21626	7.19418	66.81384	6.00270	4.29545	divoced	237-04-0832	8.01525	54.34352	8.39963	60.11849	7.50186	Ms. Veronica Castro DVM	0.47067
9476	1.00000	10.62984	yes	9.44353	5.63535	69.65020	8.38456	6.07616	single	416-71-0941	6.20757	31.32381	7.01057	55.04430	5.40069	Eric Malone	14.14797
9477	1.00000	7.47243	no	91.64351	7.04182	57.62155	5.42416	4.95619	married	667-33-3524	6.79819	56.78083	6.62823	34.22072	7.57828	Curtis Matthews	0.88020
9478	1.00000	9.00070	no	66.94783	7.28230	70.06450	9.60794	7.57841	divoced	019-78-0013	5.15889	46.19850	8.51131	65.02534	7.25098	Julie Gomez	3.12611
9479	1.00000	7.68135	no	100.13963	6.77679	81.65656	8.51204	7.04954	divoced	461-85-9623	6.46724	42.14477	8.10323	59.46723	6.60936	Heather Morales	1.38014
9480	0.00000	7.97897	no	75.38863	7.53463	81.84877	5.07959	5.70470	divoced	557-80-4228	8.14865	67.65373	8.49727	56.16296	5.74698	Paul Ewing	1.52788
9481	0.00000	7.77785	no	47.77849	7.01214	75.24779	8.47450	6.47191	divoced	007-22-2457	5.73418	31.15828	8.34825	66.52170	6.93623	Savannah Simpson	1.57339
9482	0.00000	8.01476	N	26.63905	7.96215	83.88744	8.30580	7.94081	single	431-86-0806	6.69698	55.06883	6.94526	24.50159	5.60463	Benjamin King	1.66021
9483	1.00000	6.19405	N	107.15358	7.43803	55.20588	5.69162	6.32660	married	027-15-9884	6.56789	46.19206	7.67066	38.70763	7.75945	Tara Wells	0.64844
9484	1.00000	5.91521	Y	80.34437	6.34719	66.25909	5.51604	4.31635	single	190-99-7448	6.26887	72.86934	7.06547	47.81745	7.44944	Jennifer Abbott	0.77460
9485	1.00000	5.84721	no	25.76465	7.63182	89.68513	7.94939	6.96428	divoced	340-57-7967	6.87427	26.92580	8.00656	42.22501	6.75126	Lisa Villa	0.81872
9486	1.00000	5.60657	yes	138.95805	5.31538	86.50699	7.54071	5.24314	married	599-71-2175	7.32227	77.40531	3.96175	54.95184	5.93481	Kimberly Morrison	0.83261
9487	1.00000	8.69530	no	103.29573	7.79908	88.05520	8.85942	5.65718	widowed	247-51-9228	7.94180	57.69941	6.17284	67.29771	6.08660	Zachary Perry	2.65225
9488	1.00000	6.90932	no	13.79693	6.14198	15.76253	5.68526	6.21479	single	247-51-9228	6.13889	51.64568	6.78180	45.38524	9.02893	Zachary Perry	0.63689
9489	1.00000	6.45250	no	79.61255	7.63690	67.04032	5.67524	2.54439	widowed	457-10-9205	6.96431	51.65452	5.69041	38.65518	7.33545	Pamela Parsons	0.18429
9490	1.00000	8.88074	N	65.59379	5.80399	63.47354	7.61959	5.08791	separated	549-57-1860	8.40835	72.99086	7.92548	32.94573	5.00923	Mr. Michael Garrett Jr.	2.98947
9491	1.00000	6.98111	Y	45.51884	6.69988	74.06165	7.83147	4.26542	married	622-41-3701	6.96756	56.95899	8.28334	50.90989	5.32497	Ryan Wilson	0.86595
9492	0.00000	7.38390	yes	97.50790	7.19786	87.31980	5.06134	4.76756	widowed	428-22-9083	7.80408	69.86127	7.04957	32.81131	6.35662	Mitchell Wallace	1.03587
9493	1.00000	5.34456	no	94.07065	6.92528	80.00616	5.69358	3.43369	widowed	340-50-9419	7.90047	66.58596	7.50683	56.45701	6.33092	Julian Wilson	0.71278
9494	0.00000	7.56189	yes	127.09689	5.34111	73.02144	7.30218	8.63548	married	671-48-9008	6.06218	62.84140	6.18346	31.04786	5.38170	Danielle Sandoval	1.20716
9495	0.00000	8.09739	no	55.35622	7.04671	82.26641	7.21418	6.38292	separated	013-87-8305	5.00660	57.39500	5.24984	52.75311	5.79858	Tammy Conrad	1.63805
9496	0.00000	9.94894	yes	44.76796	6.63822	51.99902	8.64957	8.83927	separated	784-40-7737	7.55767	39.77006	7.51097	63.59323	4.79997	Krista Miller	6.91737
9497	1.00000	9.10675	Y	104.01626	6.20527	92.23894	8.92638	6.52953	married	106-33-8366	6.42418	55.15939	6.65886	53.88357	6.28955	James Newman	3.44338
9498	0.00000	6.98511	no	54.84518	5.91990	47.39319	8.37168	10.08208	married	568-98-7990	6.17165	40.53220	6.59968	52.37728	4.80895	Theresa Allen	1.03560
9499	1.00000	5.60616	yes	66.68223	6.80273	43.44935	5.55805	6.89822	married	816-13-3187	8.08249	37.47792	5.69906	71.26902	8.04860	Nicholas Stone	0.34046
9500	0.00000	8.34263	yes	137.68446	5.85857	91.28309	9.09034	8.90651	separated	289-59-3921	5.68071	35.14781	6.58382	58.49401	6.04429	Christine Nunez	1.54010
9501	1.00000	7.88698	no	123.90742	7.38947	9.25468	5.46956	6.69235	married	169-85-7177	5.82138	35.81697	7.27493	64.67724	9.09664	Amanda Ruiz	1.31013
9502	1.00000	4.32330	no	72.29309	6.11855	6.16673	6.11696	8.51905	divoced	369-28-0718	6.55254	33.96233	7.80688	46.67453	9.45710	Elizabeth Rush	0.84587
9503	1.00000	9.16222	no	64.81862	5.47493	25.52013	7.50023	4.42517	widowed	178-97-1977	7.06180	32.65134	7.31500	66.15459	4.11430	Eric Hatfield	3.83629
9504	0.00000	6.20498	yes	-4.85772	6.40479	16.89426	8.18511	8.67436	widowed	489-60-1536	5.49926	40.63193	8.47138	56.16959	3.02909	Katie Knight	0.41361
9505	1.00000	4.84770	no	116.52819	7.10846	58.89672	5.80291	3.78923	separated	581-37-5675	6.52404	37.28414	9.15678	48.23546	7.58241	Kevin Wilson	0.63981
9506	0.00000	6.15201	yes	58.56297	8.02963	6.68044	8.02584	8.82835	married	631-08-7636	6.76450	59.53903	8.50572	59.71575	2.88489	Amanda Smith	0.47008
9507	1.00000	9.69621	no	53.40975	7.01154	81.91570	8.54569	7.08246	single	302-48-7457	6.63085	62.10560	8.45148	37.27266	6.05381	Julie Bradley	5.90258
9508	0.00000	6.95513	no	26.90073	6.89613	56.58074	7.71450	9.65313	single	768-73-5725	7.52416	56.59597	7.27893	60.18090	4.73425	Sean Winters	0.80421
9509	1.00000	5.03053	Y	62.79541	5.72720	75.95796	5.74666	4.11557	married	046-99-8905	5.96713	48.50038	6.74892	43.27627	7.19426	Jessica Gomez	0.58378
9510	1.00000	7.78061	no	58.77560	6.39863	60.44620	7.64160	4.41981	single	366-76-6780	7.69534	27.03870	6.68478	46.37734	4.96321	Michael Cross	1.38240
9511	1.00000	3.17257	no	84.52584	7.82541	94.65963	5.76500	3.28550	single	498-38-5982	8.80313	44.18826	6.73495	65.75126	6.14566	Ian Scott	0.59970
9512	0.00000	8.64580	no	65.85013	7.15241	95.58516	8.79229	8.19129	nop	835-72-5012	7.15902	57.38807	6.09681	69.61205	6.38778	Ana Sandoval DDS	2.22734
9513	1.00000	5.94719	no	94.01971	7.41529	58.20706	5.76630	6.03855	married	569-78-9177	7.40735	77.75640	8.05787	35.54736	7.55718	Jodi Norris	0.61200
9514	1.00000	7.61246	no	-14.34189	7.19039	56.90823	5.39755	6.58208	divoced	852-62-5129	6.21397	33.46480	7.54819	43.81660	7.59522	Aaron Gibson	1.20494
9515	0.00000	6.37809	yes	44.68382	6.25046	84.56262	5.85267	5.22587	divoced	788-95-9061	6.14249	35.96556	8.32580	59.04257	5.95382	Robert Miller	0.52997
9516	1.00000	7.07190	Y	141.31109	8.19316	38.84019	7.26497	3.69400	divoced	187-02-9728	4.92213	53.66789	7.00113	63.58273	4.59665	Roger Stout	1.20620
9517	1.00000	4.91706	yes	133.34477	5.67208	51.33601	6.06507	6.62873	married	147-78-7116	5.50964	81.56294	8.67678	58.33214	7.83836	Dawn Williams	0.39319
9518	0.00000	7.75516	yes	112.34986	6.36164	37.81597	4.88469	5.96740	widowed	378-04-5043	9.18070	75.13206	9.28303	29.04455	4.54905	Kathleen Christian	1.40038
9519	1.00000	6.31035	yes	23.89693	7.52277	58.30058	5.79541	6.03523	married	325-98-9428	7.25103	70.08198	5.78970	39.89503	7.81572	Jennifer Brown	0.70442
9520	0.00000	7.91577	Y	84.88180	6.09534	75.92967	4.99407	5.32988	divoced	729-98-2310	7.25801	47.82576	6.93106	47.42416	5.67257	Brenda Johnson	1.37565
9521	1.00000	7.00461	no	124.30694	7.89173	14.20527	5.90573	5.59212	single	447-60-0421	4.23517	48.87740	6.27680	40.68070	9.11525	Tracey Luna	0.91182
9522	1.00000	9.26394	Y	79.58494	5.66650	83.44083	8.42648	7.07368	separated	774-88-8445	8.49085	52.73774	7.00154	61.18224	6.06795	Robert Padilla	4.10966
9523	1.00000	8.81239	yes	85.67603	6.62662	55.36206	9.89562	8.20677	widowed	576-99-0537	5.97574	49.02113	7.50560	53.13514	7.78127	Michael Morgan	2.81981
9524	1.00000	8.71230	yes	94.28954	6.98127	21.37031	11.19134	8.34863	divoced	529-95-7534	8.24613	43.18528	5.69830	55.19942	8.69022	Jeremy Montgomery	2.63903
9525	1.00000	5.19464	Y	57.34035	8.81430	48.08949	6.00914	6.53641	married	662-70-7050	6.61495	44.29225	6.05712	44.85320	7.92734	Jordan Morris	0.64458
9526	0.00000	8.38459	no	68.79136	9.57774	83.49226	6.29895	6.55262	married	397-87-4698	4.92101	52.48291	6.41688	48.75044	5.98543	Joan Cordova	2.03608
9527	1.00000	8.80836	yes	55.26102	7.69087	55.78240	5.73112	6.39341	married	332-45-7019	6.59513	62.45100	7.64752	46.41285	11.10138	David Lopez	2.72558
9528	1.00000	5.34388	no	17.59448	7.16760	93.93181	5.54384	4.97272	divoced	307-22-4373	5.86713	49.72704	7.95053	46.94220	6.56929	Shawn Christensen	0.59516
9529	0.00000	8.81852	yes	60.49141	8.31776	78.93710	8.61132	8.26625	nop	039-54-4211	6.22132	52.19016	6.69763	50.57349	6.79242	Nicholas Aguilar	2.74769
9530	1.00000	4.67076	no	65.50434	7.00473	45.48176	5.80010	6.07831	married	574-28-0419	6.14697	51.52174	8.51967	63.25923	7.95351	Anthony Rogers	0.58549
9531	1.00000	5.85535	no	8.54091	8.33344	21.76298	6.00266	6.87170	divoced	051-73-8556	5.90937	48.51779	7.26248	33.27766	8.83903	Tammy Watson	0.58173
9532	1.00000	7.44620	no	121.42678	7.67096	82.96195	8.03895	6.14343	divoced	817-95-6136	5.96107	64.00818	6.64575	55.14868	5.82115	Jonathan Bray	0.99929
9533	1.00000	4.79882	no	22.80517	7.03637	50.02835	5.80258	6.38583	divoced	780-31-6994	5.56028	36.03564	6.80604	69.50940	7.70691	Stanley Collins	0.54103
9534	0.00000	8.05037	no	46.75937	6.29536	66.44000	9.02741	8.06321	divoced	597-76-6938	6.58743	56.85883	5.83219	48.68851	5.14043	James Johnson MD	1.58375
9535	1.00000	5.09287	no	92.62444	5.32688	58.63894	5.60496	4.29454	married	613-01-9294	5.28251	60.89246	7.42919	35.19968	7.76426	Ronald Hodges	0.42030
9536	0.00000	7.76338	no	89.57474	7.58651	79.40404	6.19118	6.06061	single	078-40-7434	6.39169	41.90223	5.90110	40.01873	5.64471	Aimee Smith	1.21931
9537	0.00000	8.54221	Y	38.78697	6.55242	77.54552	7.83505	6.44263	nop	403-34-1670	7.58456	65.45340	4.99215	47.03979	5.69688	Tammy Young	2.27908
9538	0.00000	8.02640	no	99.84208	7.54007	24.28463	4.30072	6.28199	separated	154-82-2900	9.48594	65.57814	6.27490	31.02519	4.18611	Steven Walters	1.62944
9539	1.00000	8.23054	no	57.17088	7.72237	77.46358	6.13552	6.32977	married	385-92-2871	6.81751	33.28290	7.31012	57.15500	5.55962	Paul Kennedy	1.67773
9540	0.00000	7.37121	no	37.53828	4.95976	84.41474	7.91583	10.38253	married	284-26-0244	8.89684	64.20236	6.98790	39.81923	5.85475	Mr. Jason Shepherd	1.16129
9541	0.00000	7.35402	no	30.43494	5.59184	86.99741	2.62921	2.83692	separated	543-87-7938	9.14414	53.54544	7.64702	47.30148	6.27834	John Miller	0.92905
9542	1.00000	7.13102	yes	63.61190	9.35195	44.07987	9.15570	8.85312	widowed	426-50-8868	8.06012	71.13941	6.04788	40.41374	7.99404	Tracy Davis	1.19831
9543	1.00000	8.43600	N	72.97300	8.31309	75.06536	8.53653	4.08208	nop	675-69-5177	7.40969	51.50570	6.63601	58.43591	5.31466	Sarah Lopez	2.05274
9544	0.00000	6.83004	Y	70.46845	6.11071	48.71171	7.20227	9.24391	married	579-14-4839	6.00787	56.77001	7.20155	47.18900	4.65699	Jason Phillips	0.66359
9545	1.00000	8.19351	no	51.41716	7.87719	55.00287	7.34089	5.47758	single	168-85-3641	6.56255	70.17964	5.48247	23.59267	5.03332	Anne Jones	1.63310
9546	0.00000	8.12419	no	14.75786	6.63759	85.32000	5.10185	4.94529	married	190-07-2974	5.80233	49.45200	6.64420	44.88101	6.31755	David Austin	1.88486
9547	0.00000	7.04331	no	108.40720	7.55876	85.13886	3.87242	3.25092	married	355-02-8123	7.69960	41.17867	7.87684	32.50611	6.71897	Bryan Caldwell	0.91549
9548	1.00000	11.17764	no	3.14108	5.63750	61.05293	9.08554	5.00182	married	183-09-0551	6.38667	64.51535	7.38081	51.33680	5.01365	Denise Mcbride	24.41106
9549	0.00000	7.62974	no	86.67142	9.54190	87.06390	7.26575	10.03912	single	510-01-9339	6.70600	40.21951	6.32996	38.27455	6.10104	Olivia Gallagher	1.27948
9550	1.00000	5.16726	no	25.94603	6.99728	58.06978	5.89001	5.68816	divoced	158-34-9469	6.97237	58.62453	5.86249	62.18611	7.51929	Stephanie Brown	0.52788
9551	0.00000	7.06387	yes	86.94359	10.90746	41.33223	8.00201	9.05885	separated	609-07-7031	7.96836	48.36650	6.33423	43.34189	4.53888	Jeffrey Hernandez	0.70953
9552	1.00000	7.28564	no	28.82978	7.54292	36.73607	6.57151	3.95151	nop	645-34-4159	6.59006	36.77683	7.32310	49.90336	4.34156	Linda Smith	1.28379
9553	0.00000	7.91883	no	119.67455	8.41086	78.13912	4.13833	5.54172	divoced	137-83-2166	7.91668	59.73152	7.02301	44.38088	5.72999	David Sanchez	1.16790
9554	1.00000	5.98797	no	79.41924	6.95668	34.89823	5.68899	4.84005	married	181-39-8155	6.38482	50.27458	7.69634	47.51661	8.18863	David Stone	0.85924
9555	1.00000	5.44741	no	128.37302	7.22982	36.68805	5.88794	7.29380	widowed	401-82-2123	6.43293	66.43926	6.34755	64.74052	8.23794	Justin Wood	0.66225
9556	1.00000	3.78972	yes	97.41393	6.90342	74.98501	5.93466	5.15731	single	081-83-8101	6.22589	47.83959	5.90485	49.52533	7.25642	Aaron Cross	0.47330
9557	0.00000	7.00353	yes	55.03490	7.26872	38.77115	8.90806	10.53529	single	732-81-2294	6.67975	33.03081	6.99996	91.92661	4.42467	Sara Fletcher	0.96856
9558	0.00000	7.54077	yes	27.93491	6.69280	84.56829	7.45694	9.30375	divoced	049-76-3951	7.75818	62.83038	6.36353	37.48267	5.70825	Teresa Kelly	1.05780
9559	0.00000	7.39936	no	60.18927	7.46900	24.03716	8.40740	7.34237	divoced	425-10-2171	6.89068	31.56582	7.14247	29.03264	4.02137	Travis Lopez	0.88964
9560	0.00000	7.74026	no	85.16620	7.86534	90.02697	7.87691	6.85709	separated	438-38-6871	7.67535	51.84669	7.31164	27.86310	6.26328	Maria Liu	1.28234
9561	1.00000	8.30541	Y	15.06527	8.93229	81.64074	8.57819	5.85328	divoced	503-74-5545	6.55199	50.25859	7.11278	63.99262	5.94431	Donna Glover	1.64575
9562	0.00000	7.05280	yes	75.76162	4.86638	86.02466	5.97659	5.96328	nop	295-63-8155	7.76620	44.57083	7.00268	52.15348	6.80756	Erin Leblanc	1.20539
9563	0.00000	7.64486	Y	-15.46643	6.86039	88.90048	5.29357	4.89289	divoced	199-12-9545	7.29089	56.67376	8.20378	51.10242	6.32280	Jimmy Dawson	1.17940
9564	1.00000	7.10197	N	87.72100	5.01946	46.67081	9.51203	8.08663	divoced	786-86-7367	5.52344	79.90099	6.12257	70.36635	8.04306	Jack Lynch	0.85614
9565	1.00000	10.71656	no	101.42951	8.12890	85.68582	9.37327	6.88506	widowed	216-95-8227	5.56488	47.53991	6.46488	48.84427	6.24392	Elizabeth Allison	15.70305
